  Tweets,Hasil
Viral skandal artis tiktok Colmek viral di tiktok bobanya mulus banget🤤😱wajib ditonton nih guyss desahannya ajibb bngett😋memeknya pink muluss parahhhhh udh gitu cantik lgi kakaknya LINK FULLNYA ADA DIKOMENN!,-1
"Kata gw artis kpop kalo mau konser jgn cuma di jakarta doang. Pasar kpop disini gede bang, minimal tiap kota dah tournya.",1
"Scrandal Viral artis ( pelayan SCI 2menit full di komentar)
jangan lupa cek video bokep Update di
bokep indo video colmek dan bokep Rebecca prank ojol
Full video di komentar ✅",-1
"tapi ada artis2 yang ngambek kalo dipanggil ""mbak"", mungkin buat mereka ""embak2"" itu kayak ART kali ya wkwkk
(ada di vlog artis)",0
"gua bingung artis nya gencar spread love, love ur self lah fans nya hati nya busuk semua
apa jangan2 fans nya cuman suka fisik nya doang ya? seperti yg sering dibicarakan non kpop
bersihin hati mu mba, malu sama idol mu kalo dia tau.",-1
"gk semua artis bisa kyk lay 😂 ga bermaksud ngeraguin pihak manapun tpi buat bisa setegak lay tuh susah. and i'm talking abt ""kebebasan rj as an artist"" disini. kl km berharap dia bisa berkarir dgn bebas 100% sebagai artis, full berkarir disana sama sekali bukan sebuah solusi.",1
"Ada lagi rakyat jelata berasa artis hobinya block2 orang, pede bgt sik hih",-1
"Tapi ya, abis liat party itu kira2 para dede idol culture shock gak ya? Kek ""wow gini tah kehidupan artis"" gitu? wkwkwk
Soalnya kan kek nabilah, syarla, anggis mukanya macem bocah polos.. sekalinya diajak main ternyata yah begitulah. 😅",0
Beneran baper liat brita cerai artis yg kdg dtonton jg tuh youtube2 keceriaan keluarganya huft,0
"lah dia artis kocakkk, range harga sekali konser atau diundang diacara kan elo juga gatau fixnya berapa sayangkuu🥰🥰🥰 inara berani minta segitu jg kan brarti dia yg lebih tau pendapatan virgon berapa secara dia mantan istrinya🥰🥰🥰",-1
beneran genre artis khhrnb 😭🙏🏻,0
"gue sedang terkagum kagum dengan taeyong, soalnya enih dia solo berasa jadi artis khiphop rmb baru debut yang kagunya langsung masuk ke otak gue banget😭😭😭 enak semua lagunya gue harus apa",1
"LAH WKWKWKWKWKWK, massss si regina bikin artikel FITNAH, artis luar, artis korea, pantes dong fansnya marah, wong isinya berita fitnah. Bukan segitunya, justruuuuu si regina orang indonesia, kudu dibenerin nulis artikel yg bener.",-1
"Kalo doa yang spesifik, artis gaji 3 digit sekali tampil, gausa banyak banyak, segitu aja dulu.",0
Ralat. Curiga kalo bentar lagi gue jadi artis,0
Bro Gintimg saya sudah muak lihat anggota DPR 2019-2024 banyak dari artis yang minim ilmi hasilnya tidak ada kwalitas dan bobot anggota legislatif sekarang.,-1
"Sumpah reply cowok-cowok miskin di sini bikin eneg, makanya kalo ada rapat pertemuan ortu tuh kali-kali ikutan biar tau ngebiayain anak sekolah itu mahal walaupun statusnya negeri, apalagi ini anak artis yang bisa nyekolahin anak ke sekolah swasta internasional",-1
"Petuah kakak aku, sesepuh YG
""Tapi kamu harus hati2 lo Dek, harus tahan2, kalau artis SM kayak NCT gitu kan banyak konten ya, terus cbnya sering, nah kalau artis YG ini cbnya tuh suka lamaa, kontennya nggak sebanyak artis SM, makanya ya fansnya sering banyak yg kabur",0
"Wkwkwk juga. Wah kalau wishful thinking at least kerja di silicon valley /ke Mars /salaman sm Taylor Swift /S3 di Harvard /menang tender 5T dong.
Kalo nikah sblm 30 / bisa nge date setelah 30, ga ush artis deh, nenek gw yg biasa aja, pendidikan biasa, stlh 30 bs jg dpt suami ✌️",0
owh artis konten yhh,0
anjjjj keihan kyk artis thailand,0
kenapa ya kalo ditwitter masang foto sendiri tu was-was. artis kali ye lu.,-1
"wkwkwkwk orang tsb bikin artikel fitnah btw, justru kita satu negara satu bahasa, masa bikin artikel berita dari sumber tiktok? udah gitu fitnah, nyomot video orang, yang diberitain artis luar, pantes?",-1
Ku kirain si umay artis itu😄😄,0
Tertutup ... alasan hemat biaya partai bisa pilih kader yg berkualitas bukan comot artis aja bisa nya kerja ga bisa,0
"Si songong, punya piala satu aja udh berasa artis besar",-1
"Kita beda men, gua dengerin artis pledis pas laginya masih ada ""pledis sound""",0
sendng tdk direp sm artis 🤭,0
Lal yang artis Indo.,0
"Kontrak Yeeun 2 soalnya na, JYP sama npio. Makanya temennya bilang bareng artis JYP😊
kira² ngapain ya mereka?😏",0
nggak wajib kok kaakk.. dan ga semua artis punya ls jugaa. Itu mah buat seru2an ajaa,0
Sumpaaah? Aku ga ada lihat artis tau wkwkwkw,0
"Tp emang yaa audience yg hafal lagu + sing along sama penyanyinyaa, beneran bikin level percaya diri si artis (beserta dgn seluruh crew yg bertugas) jd ++++++++ ke booster di atas panggung. Pasti ya sebagai penyanyi achievement nya adalah lagu mereka di nyanyiin sama semua orang",1
Ga gampang. Soalnya cowo kriteria cewenya maunya banyak sempurna tetek bengek. Spek modelan korekan kuping aja ngejar2 cewe type artis korea.,-1
"[
Siapa Artis Kpop global generasi berikutnya yang harus di waspadai?
Uji takdir anda🧙🔮
Temukan artis yang ditakdirkan untuk anda dan Periksa konten mereka di komunitas ROAD TO MAX!✨",0
Baru kali ini liat berita keluarga artis berasa sedi bgt nya sampe auto mewek tiap liat cuplikannya,0
Serius bahkan kalau jae bukan artis pun jahat bgt di buat artikel fitnah begitu🥲 mencoreng nama baik dan juga ngerusak reputasi jurnalis nya. Wajar fans nya marah dan emosi liat idol nya di fitnah begitu. Sebenarnya kalau di pikir-pikir ketika dia dapat hate komen juga-,0
Jakarta bener-bener ga dikasih jeda dikit.. ada aja artis inter event disini!,1
"Yaaaa mungkin terkesan lebay untuk manusia se usiaku ini turut mengidolakan artis baru ini. Tapi bukannya bahagia orang itu masing-masing? Makasih powl, nabila, rony, salma sudah membuat hari²ku jadi semangat, kerja pun jadi semangat dan nyari² tau kapan ada tayangan kalian",1
"Salma dengan cerita kegigihannya ngebuktiin gak cuman jadi artis nanggung, rony dengan semangatnya dan dirinya yang begitu tertutup, powl dan nabila anak² lucu dan gemas yang gigih dengan impiannya.",1
"she is artis papan atas lol, lu smua stop deh discrediting jennie anjing",-1
"jujur gue udh siap bgt kalo tiba2 pledis nge dm gue,trs blg ""halo this is pledis entertaiment ingin menginformasikan anda bahwa ada artis kami yg ingin melamar anda,yaitu jeon wonwo,artis kami tidak menrima penolakan,tolong segera flight ke korea,dgn tiket yg sudah kami siapkan""",0
yuk bisa yuk habis khh artis sama anak 99s lagi 🙏🏻,1
"sebenernya aku dah pernah liat artis lain pake interactive youtube video buat rilis lagu/album, tapi kalo artis itu pake konsep roleplay gitu(?) kaya lebih simpel dibanding punya ty",0
"kata Chiset memiliki konotasi negatif. Itu bisa jadi penghinaan.
Aku sih setuju ya,ngapain ngurusin orientasi mereka,jangan terlalu jauh. Yakali mereka mau blak blakan,mereka artis dan lagi naik daun.",1
"Regina Maheswari LI si pembuat artikel yang menjelekan salah satu artis, gila sih regina",-1
Cita2ku jd kaya raya jd bisa ajak collab artis kroya,1
"frenn yg masih ngikutin member into1 after gradu, plis ksh tau aku..
weecho udh bisa selain artis wjjw kah?",0
"ini pencemaran nama baik loh anjg ko bisa si ngetik artikel gaada etikanya gitu??????? jgn dipikir ""ah biarin artis korea ini gabakal jg gue dituntut mereka gada waktu jg ngurusin ginian"" namanya org lg apes kl pas kasus lu dituntut gmn??",-1
"Njir kit gue kena, padahal dia udah sering solo concert. Kita semua setuju dengan sizzy, louis, dan ford yang deserves buat ikut tapi pleaselah, diem aja bisa gk? Gk usah bacot nge drag artis lain",-1
"Sebanyak banyaknya artis yang pisah, pasangan ini yang bikin sedih aja bawaannya tiap beritanya lewat d temlen 😟",0
Gak bisa kak._. emang gak kangen kah menjadi artis,0
"Setelah gua liat liat, artis terkenal yg dtg ke konser yoongi kmrn tulus semua, beneran army 😭😭",1
🥺🥺🥺🥺🥺 Besok ketemu yuk? Ini kaya PCD tapi bedanya ini sama pacar bukan sama artis yang konser.,0
"Mbaa bukann nya kalo jadi jurnalis harus baca dan cari referensi terlebih dahulu bukan asal comot ya ? Kode etik nya dimana ? Gila seorang jurnalis bisa bikin artikel sampah kaya gitu, nih ya mba, mba mikir ga efek selanjutnya ke artis yang bersangkutan gimana",-1
"Yg sticker tangan, creditnya artis siapa ya?",0
"Bukti nyata gua gak teriak kepada artis Korea dan gua masih tau diri gak ganggu mereka ya.
Ini semua gak ada watermark. Asli video gua sendiri. ❌ DONT REPOST ❌
Ini cuma main di ZOOM-IN // ZOOM-OUT (BKN lagu Jessi)",0
Harusnya dah kaya artis Korea kl uang segitu,0
"Kenapa orang orang yang mutualan dari sini pada kayak artis semua
Udah di follow tbtb nge unfoll Taeeeeeeee",-1
tolong yah ditindak lanjuti artikel bisa jadi awal rumor tanpa dasar yang ngebahayain artis kalian ke depannya,0
Apakah nanti svt bakal ngonten juga sama artis indo? Deni cagur? Gausah wkwkwk. Tetaplah sulit untuk digapai ya myluv.,0
"Min ,gak ada berita artis yg cakep?😄
Yg ini gak mutu, ahh gak asik lu min.😄",-1
Lu tau karir orang taruhannya. Segampang itu lu pake kata 'pelecehan' gila. Lu masih muda tapi bisa2nya pake cara kuno gini biar dapat atensi. Lu tau artis Korea itu sangat sensitif dgn berita jenis gini. Mikir. Bedain cara nulis lu tentang org dri negara lain. Malu2 Negara tau,0
Artis nya gak mau tau Karena artis nya gak selebay lu 🤣,-1
"Kalau tentang artis bokep..
baru dia mau cari. Langsung berselancar di internet pake VPN.",-1
"ih males bgt sama skatlet itu,kalo ada artis yg igs nya skarlet aja langsung ak skip😭😭",-1
"Artis 🤣🤣🤣🤣🤣🤣🤣
Kalau dia artis kenapa lu yang sewot 🤣🤣🤣🤣
Emng lu saudara nya tu artis ya?
Sampai segitu nya lu ngomong sama orang sebangsa dan setanah air ama lu
Di mana letak NKRI HARGA MATI LU?",-1
"-kepercayaan masyarakat makin hilang. Media-nya juga aneh sih, kok bisa berita sumber dan informasi gak jelas+gak lengkap gitu naik. Nyari viewers gk gitu jg lah anjr, mentang² si ini atau si itu artis jadi dikira gak bakal kena dampaknya kah? Orang udah susah² bangun citra-",-1
"Everyone right now :
TERWIN-WIN main golf doang tp ajegileeee artis semua yg komen",1
"Aku kurang tau sih. Tp artis western yg aku tau klo rilis album baru tuh biasanya paling cepet setahun sekali, bisa ada yg bbrp tahun sekali",0
"Yang bilang kemahalan berarti lifestylenya masih UMR atau anak anaknya sekolah di negeri/swasta yang B aja.
Buat sekelas mantan istri artis segini keknya masuk di akal sih. Pendidikan mahal tsay.",0
"Iya karena adul adalah salah satu artis legend, lebih legend dari mobile legend (hormat)",1
Katanya gak suka sama tuh artis tapi foto profil nya muka tuh artis. GENDENG!!,-1
"Gara2 artis mau cerai, w yg galau. Klo pisah knp baik2? Klo baik2 knp pisah?",0
"aaanjirrr? perasaan ga sesering dengerin ruel beberapa bulan lalu deh, tapi pas ruel masih ada artis lain nyempil. ini kok?🤣🤣🤣",0
Weleehh onces lagi caper sama fans artis lain,-1
"Enak aja cuman minta maaf, kulaporin lah nih ada yang cemarin nama baik artismu.. move your ass SM, lakukan apapun buat memperbaiki nama baik artis kalian. I beg you...",-1
Ada juga mengumbar aib suaminya trus cerai kemudian buka cadar trus jadi artis tiktok. Gw jg dalam hal ini pro suaminya. Brotherhood broo brotherhood.,1
Nggak menyangka saat makan pecel lele q brtm artis......n Dipeluk🤭🤭🤭,1
artis pala kau lima 😒,-1
ayoo artis dan aktor jyp ngumpul di game caterers,1
"kemaren juga sempet rame artis korea dispill sama petugas bandara, apalagi timnas argentina yg ada bang messi nya, baru keluar pesawat pasti lgsg bocor",0
"Ni cewe kayak artis tapi siapa ya,,,",0
Album pertama artis SM yg aku suka semua lagunya. Soalnya biasanya udh males dengerin krn tittle tracknya aja udh bukan preference aku (kecuali lagu2nya sm the ballad),1
"😂😂😂yeee seru Gua jadi artis oppa""",1
Baru kali ini liat berita artis cerai ikutan sedih nyesek 😢,1
Ciiiieeeeeeeeee udah otw jadi artis sungguhan Yaaa..!! 🥺🥺☹️🥺☹️👊🏻,1
Di universe mana artis kpop diundang beneran ke rumah raffi gigi wkwkwkwk,0
Kaya semua produk berlomba - lomba pake artis luar terutama korea tuh bukannya makin seneng aku malah ngeliatnya kaya makin bosen 😂,-1
"Menurut gue kenapa makan di garasi yah satu jakarta lagi panas nya, kedua rumah dia yang awal kan dah jadi kantor terus kalau di luar dia jaga privasi artis biar jangan bocor bgt terus gue sih yakin sekelas dia garasi nya kek gak mungkin panas ya kan 😂 mari kita liat fullnya",0
"Jujur, gak tau kenapa semenjak liat beauty products pada pake artis korea buat dijadiin BA gitu malah aku ngerasa kaya aneh ajah gitu 😭😭",-1
"waduh masnya nih yang kena, jaman sekarang jangan terpaku sama toxic maskuliniti massss, cowok nangis gaboleh, cowok pkek skincare gblh, hdhhhh kena nih masnya, tuh artis"" luar banyak yang perawatan artis Indo juga tuh nggak cuma yang boti doang",1
"temen kerja gw nanya ""kemarin ketemu dia ga pas konser?"" lah inimah yang soundcheck persis pinggir gw. trus dijelasin ternyata doi artis 🙂
ya gatau, pantes aja banyak yang minta foto.... mbaknya cakep kirain dimintain foto karena emg ya cakep aja",0
"sumpah kak udah gausa di ladenin wkwk tolol bgt bawa2 fandom, padahal murni kesalahan pribadi. yakali kita nyuru si regina bikin artikel jelek2in artis laen wkwkwkw kurang kerjaan amat. 😭 aneh dah. pantesan pantesan, pantesan apa anjirrr kita lg diem hype yoongi???? ada aja 💀😑",-1
minimal u diistirahatin dri kerjaan buat artikel hehe soalnya udh mencoret nama baik artis,-1
"Kuping kiri mulai ngerasa pengang. Kemaren sih udah kerasa gak nyaman pas ada orang sebelah kiri teriak kenceng bgt dan terus2an, cuma ya gak bisa ngapa2in juga toh namanya konser dan artis seneng kalo penontonnya seru. Tapi ternyata kena teriakan tuh sakitnya mayan awet ya😭",0
"etapi gak heran bget sih, artis SM",0
"artis ibukota ini mah, mana ada idol kpop foto ama plat B",0
"Aku sangat gugup ketika berdiri di hadapan artis yang aku kagumi, dan juga karena ada CEO di sana yang membuatku semakin gugup. Itu kenangan yang sangat indah bagiku, aku masih mengingatnya sampai sekarang. Bagaimana rasanya bekerja dengan dia? Seperti yang aku bilang aku co-",0
lightstick tuh ga wajib dibawa. kalau ga punya lightstick artis yg mau lo datengin solo konsernya yaudah gausah maksain bawa apa yg ada dirumah lo. gitu aja kok susah dipahami sih????,-1
"setiap siapapun artis konser dimanapun pasti ada yg punya akses orang dalem mau itu konser skala besar atau skala kecil.
Mau nuntut keadian dari promotor jg kaga bakal di waro, ada yg namanya ""keuntungan"".
Besok besok si promotor bawa artis gede lagi jg pasti banyak jg yg beli",1
"Padahal gue nunggu ada yg koar² bandingin cikmon ke artis² yg ke festival film itu. Tapi kayaknya mrka tau alasan para artis indo kenapa bisa kesitu. Takut kena hantam balik, malu nanti 🤣",1
kapan lagi yekan di miripin sma artis top,0
"Mending nnton shanty di cina daripada ngurusin aib orang, katanya temen jg smpe bikin grup ber3 nyataaanyaaaaa aku jd bahan gibahan juga padahal artis jg bkn mana tau dari org lain, jd nyeseknya combo",0
"He's struggling.
Only God knows what he's been through. Yet some people who said they loved and supported him put him on the target of negative reactions. .
Nahan bgt ngetwit soal hidup personal artis tp gemes bgt &amp; bikin mikir realita hidup.
Sayang &amp; benci itu kdg beda tipis.",1
"Entah oot atau engga
Gue punya konsep pernikahan ideal yang gue impikan dan gue tidak “berkiblat” ke artis mana pun Karena ya ini Karena terkadang yang terlihat bahagia belum tentu sebahagia kelihatannya 🙏🏻",1
"Ngambil video org lain buat bahan artikel tanpa izin, pdhl sumbernya dr event private dan setelah itu bikin berita hoax dan mencemarkan nama baik artis kpop. Kamu beneran jurnalis apa bukan sih? Tau kode etik jurnalis ga??",-1
"Au yang jh jadi artis itu nder yang nanti ketuker dimensi lain seru, tapi aku gak ada linknya😭",0
"Jujur aja, editor NiziU yg paling jelek diantara artis JYPe lainnya",0
"😂😂😂😂gua jadi artis sekarang
Gua di cari idetitas gua🤣🤣🤣
Ya udah gua mau juju"" Sebenernya gua ITU....",0
"trus kek seorang artis besar emg ngga aneh kah pake full outfit sampe tas tasnya sama, celana sama, semua sama??? mustahil kalo kata gw",0
"Ya tuhan baru on boleh bgt bentar ya
Selamat malam kepada admin serta jajaran SM Entertaiment indonesia. Maaf kami mengganggu waktunya. Sebelumnya saya satu dari sekian perwakilan NCTzen menemukan sebuah artikel menyebarkan rumor palsu akan Jaehyun (artis SM) pada saat NCT DJJ",0
selalu ga nymn nonton vlog mereka kalo sama artis luar tuh,-1
"Pulang jam segini buka twitter liat mereka sama artis indon, makin bete wkkwkwkw tidur udh, pr sm di indo diganti dong please",-1
"Fix chan sih, yeeun kan emg awalnya trainee idol jype tp didebutin jdi artis",0
"Itu aja bilang sold out pas acara selesai wkwkwk aneh 🤭🤭 yg Dateng sepi apaan ga nyampe 100, kali aja harga tiket buakakak rugi bandar 🤭🤭 emang tuh artis bikin sial ga ada untungnya 🤭🤭",-1
"Kok agak malas ya kalau mereka ketemu artis indon, kaya semalas itu gue, siapa sih yang pr nya sm di indo? Boleh diganti gak?",-1
